customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2173-SJLX,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.44,827.98
1947-NREZ,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.74,1670.22
4568-RZSX,Female,1,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,74.68,1883.22
2571-PRWY,Female,0,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,82.46,1440.06
8404-THPW,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,82.7,2087.05
5035-UNSE,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,80.84,3181.99
5515-UFSC,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.11,1169.28
7779-TAUS,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.21,2085.36
1951-QVTT,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.98,3732.4
7191-RQYO,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),101.72,2305.17
8344-QNUW,Male,1,Yes,No,42,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.73,3782.77
3008-SGWV,Female,1,No,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.89,645.98
8804-QWCT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.03,834.67
9756-QDHQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,95.61,4525.71
8550-ABWU,Male,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.79,4772.47
6787-CKZQ,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,87.03,1038.82
2599-NDFE,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,91.04,1540.92
3045-LMKR,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.46,4660.98
2730-NNQY,Male,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.62,4200.95
2797-HLBU,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.04,985.17
4109-DQYX,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.41,1763.34
5291-ZWCP,Male,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.63,4701.86
6068-ECND,Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,81.79,2697.22
7052-BWCM,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,92.97,1315.4
7226-IMSD,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.15,337.64
3633-LZUQ,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),99.87,4021.9
3520-MQQB,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.93,1826.71
9374-YXOK,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,76.05,2790.92
2232-FKLU,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.82,1315.52
1656-MSJL,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.11,2987.59
2117-NHYH,Male,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.85,605.44
1779-RZZY,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.6,1406.6
2662-XFCD,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,84.37,2758.81
1430-YNKV,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,89.01,1545.63
2374-GILS,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,58.06,177.22
4335-XPOA,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,80.21,3880.59
9763-VGIP,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),83.22,1025.81
3725-RJJR,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.26,74.31
4094-VQLU,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,86.78,4555.74
2338-LFJX,Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,77.68,2077.67
3464-COOK,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),85.31,1831.81
9492-XJNI,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,96.24,4886.67
2626-TRZZ,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,66.63,63.93
8484-TACQ,Male,0,No,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.45,1968.11
1062-XIZO,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.57,4597.99
9537-YNON,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.38,1504.54
9348-GTDF,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.44,337.14
1634-XDQU,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.93,36.73
6657-BEUO,Female,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,73.38,680.46
6020-CRHP,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.76,1485.64
6661-YSEJ,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.05,2549.57
6384-GGGQ,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),82.47,2059.21
1917-YSGU,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.53,307.85
7633-VPYY,Male,1,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.74,259.42
1626-TRDY,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,85.17,900.05
9640-DFYE,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.24,2412.25
3621-HTXM,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.07,2043.32
3227-TISC,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),93.59,2842.79
3560-TXXW,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.93,3909.72
4110-ZEQN,Male,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.07,626.72
5679-NXPN,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),97.56,2568.2
5156-IAGU,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.99,294.5
1569-ZBJW,Male,1,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.19,3045.79
6891-YYVN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.3,328.8
9549-QDIF,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),94.75,3140.75
4756-CYIP,Female,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,53.29,2116.67
5255-EECP,Male,0,No,No,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.71,479.64
3138-HQKW,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.13,1535.73
7132-FDKF,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),62.12,321.61
8919-JJQA,Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.3,308.08
8552-OESR,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.02,3282.41
6443-ZEHH,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.98,2627.33
5210-LXGI,Female,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.11,475.56
6517-GLTQ,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.66,3966.06
5054-LCDP,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,82.94,303.24
3155-YBDN,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.1,3682.02
9374-UCDT,Male,0,No,Yes,22,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.85,1694.48
8970-QDAW,Male,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.31,
4500-FNZJ,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,104.54,3898.34
3133-VLBH,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.64,1100.33
2246-BKKP,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.77,5130.98
6544-LASL,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.53,781.47
6151-SHNL,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.64,611.08
4022-QBDN,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,109.64,321.75
6274-HSJB,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.01,2306.28
6347-DJOA,Female,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.36,1548.31
1224-OKOF,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.66,3715.53
3622-FBXO,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),91.53,3235.39
2487-XAVI,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.43,74.08
2266-ZZRW,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.65,593.38
8317-YFVZ,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.59,193.4
2801-EFHM,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),78.04,1476.9
1405-LRSL,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),96.1,1139.03
3190-NUNT,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.36,804.87
7422-EOFF,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.55,1901.59
7623-GCNI,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.54,3337.19
6030-WMJG,Female,1,No,No,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,76.57,4334.13
8631-IODC,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,80.32,1411.39
5104-KRHJ,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.6,3607.42
8417-LWDO,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.92,1555.51
5406-AAGE,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,82.2,321.23
1919-RQAC,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.39,630.24
1443-JYND,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.2,3766.69
9792-PAML,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),92.3,2048.54
3648-OYGV,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.51,653.13
5280-VGFX,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.45,456.1
5629-XQAB,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.49,1110.06
6166-SHBD,Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,52.23,403.6
7465-LWEL,Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.14,2489.72
8268-DJFF,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.08,2300.37
9146-OVCC,Male,0,No,Yes,47,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.35,2323.07
7687-DAFR,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),67.82,1081.57
1919-JEND,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.52,2136.88
1703-KJUU,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.06,3354.67
2224-JPTN,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.74,2998.02
1928-UVVF,Male,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.48,3469.13
3501-AIYW,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,77.23,2235.39
9293-SSFJ,Female,0,No,No,34,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.09,2453.5
9403-VSFS,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,89.24,2194.23
8302-SIKR,Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.61,3858.38
2931-VYTH,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.3,3899.92
5886-JMTD,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.89,369.99
2951-YRLJ,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,79.74,819.85
5751-RKSD,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.73,407.42
1667-FNES,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.38,1305.38
4723-KWIU,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.17,3333.95
3369-HRZD,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),64.09,365.06
7398-VHTK,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.48,1524.55
3335-GOKP,Male,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,85.61,855.39
7792-PJAO,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.03,1638.71
4222-YHFQ,Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.14,3170.87
9663-OKGK,Female,0,Yes,No,49,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.05,2298.12
2326-CNLL,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,77.28,569.63
4701-LMQK,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.76,1419.67
2943-QELP,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.06,1618.19
8113-CEZI,Female,1,No,No,13,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.07,1029.68
3214-DCMM,Male,0,No,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.41,2728.93
6603-EZNP,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.3,1702.29
8095-JXSK,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.63,1053.53
7411-EFVP,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.62,190.13
6559-DMQE,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.6,4312.1
6366-QJWA,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.97,625.56
5725-SSFT,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.42,1025.8
7848-MGER,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.49,564.44
4017-ZQER,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.28,613.29
1374-PNES,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.45,3796.14
6135-AVHZ,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,83.22,1711.02
4143-BLEB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.07,979.76
6160-XXUR,Male,1,No,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.74,6201.89
6664-VBGG,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.58,3463.28
2400-LETG,Female,1,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.53,889.01
9669-CMHF,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),92.17,3948.97
7921-KAXZ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.93,2065.46
9410-OVXD,Male,1,No,Yes,30,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.77,2146.05
7081-ZAND,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.53,1804.12
2336-SFMC,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.52,877.15
3949-QANA,Female,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.84,76.14
9961-ISXC,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.99,87.44
6867-PAQN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.85,2702.69
7079-WWUB,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.25,1650.81
3559-PKVW,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.42,769.54
8521-FHIQ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.02,848.94
2421-WJAM,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.7,772.6
1509-YBYE,Male,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.09,859.59
8452-PVUM,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,2381.94
2867-YBZI,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.47,4510.67
2054-BJME,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),77.12,877.96
9916-FYTK,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.94,3457.59
8919-OARV,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.85,1218.41
1759-URWC,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.94,1888.98
9388-BSYI,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,98.84,992.09
8586-KIEM,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.21,81.9
1030-FBPF,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.05,3898.49
5020-DJMA,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.59,3176.8
5207-DLDT,Female,0,No,Yes,47,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.25,4135.79
1262-QPFP,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.41,4106.03
1554-WCEC,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,79.46,214.41
9136-QICO,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.73,814.39
2975-XOXH,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),82.26,379.41
3943-VVXE,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.85,3221.01
